A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
75;11;75;11;(75, 11);114;80
75;73;75;73;(75, 73);116;78
75;169;169;75;(75, 169);115;79
75;16;75;16;(75, 16);120;79
75;64;75;64;(75, 64);113;77
75;56;75;56;(75, 56);113;79
75;47;75;47;(75, 47);114;80
75;193;193;75;(75, 193);117;78
75;29;75;29;(75, 29);129;78
75;151;151;75;(75, 151);132;78
75;175;175;75;(75, 175);113;80
75;150;150;75;(75, 150);138;79
75;158;158;75;(75, 158);113;79
75;55;75;55;(75, 55);128;79
75;148;148;75;(75, 148);116;76
75;176;176;75;(75, 176);128;79
75;182;182;75;(75, 182);125;63
75;36;75;36;(75, 36);115;74
75;153;153;75;(75, 153);119;75
75;71;75;71;(75, 71);136;78
75;177;177;75;(75, 177);117;79
75;163;163;75;(75, 163);120;79
75;14;75;14;(75, 14);115;78
75;166;166;75;(75, 166);113;79
75;117;117;75;(75, 117);118;78
75;41;75;41;(75, 41);117;80
75;32;75;32;(75, 32);115;80
75;145;145;75;(75, 145);114;80
75;22;75;22;(75, 22);118;79
75;13;75;13;(75, 13);117;81
75;205;205;75;(75, 205);115;52
75;6;75;6;(75, 6);114;72
75;130;130;75;(75, 130);118;78
75;45;75;45;(75, 45);116;79
75;46;75;46;(75, 46);118;79
75;164;164;75;(75, 164);116;77
75;27;75;27;(75, 27);113;80
75;67;75;67;(75, 67);116;79
75;12;75;12;(75, 12);119;78
75;112;112;75;(75, 112);113;78
75;154;154;75;(75, 154);116;79
75;162;162;75;(75, 162);119;79
75;76;76;75;(75, 76);131;74
75;3;75;3;(75, 3);117;80
75;84;84;75;(75, 84);133;78
75;179;179;75;(75, 179);126;77
75;152;152;75;(75, 152);118;68
75;61;75;61;(75, 61);131;77
75;63;75;63;(75, 63);116;72
75;142;142;75;(75, 142);123;79
75;191;191;75;(75, 191);116;76
75;10;75;10;(75, 10);122;78
75;89;89;75;(75, 89);133;76
75;187;187;75;(75, 187);116;78
75;174;174;75;(75, 174);117;78
75;297;297;75;(75, 297);117;79
75;39;75;39;(75, 39);115;78
75;185;185;75;(75, 185);117;79
75;115;115;75;(75, 115);116;79
75;78;78;75;(75, 78);114;77
75;4;75;4;(75, 4);114;77
75;189;189;75;(75, 189);129;80
75;199;199;75;(75, 199);114;80
75;25;75;25;(75, 25);112;78
75;51;75;51;(75, 51);117;76
75;294;294;75;(75, 294);118;80
75;298;298;75;(75, 298);116;79
75;146;146;75;(75, 146);118;75
75;59;75;59;(75, 59);119;78
75;30;75;30;(75, 30);116;80
75;159;159;75;(75, 159);117;78
75;23;75;23;(75, 23);135;80
75;26;75;26;(75, 26);113;77
75;72;75;72;(75, 72);116;80
75;155;155;75;(75, 155);119;79
75;18;75;18;(75, 18);115;78
75;88;88;75;(75, 88);134;78
75;194;194;75;(75, 194);113;77
75;180;180;75;(75, 180);115;78
75;293;293;75;(75, 293);127;79
75;173;173;75;(75, 173);125;81
53;24;53;24;(53, 24);116;80
53;43;53;43;(53, 43);119;81
53;40;53;40;(53, 40);121;79
53;66;66;53;(53, 66);132;79
53;198;198;53;(53, 198);120;81
53;110;110;53;(53, 110);130;78
53;74;74;53;(53, 74);131;82
53;190;190;53;(53, 190);121;82
53;172;172;53;(53, 172);133;80
53;69;69;53;(53, 69);116;82
53;161;161;53;(53, 161);131;80
53;165;165;53;(53, 165);118;82
53;60;60;53;(53, 60);124;85
53;131;131;53;(53, 131);116;79
53;181;181;53;(53, 181);132;80
53;139;139;53;(53, 139);117;82
53;111;111;53;(53, 111);128;82
53;20;53;20;(53, 20);121;81
53;19;53;19;(53, 19);120;77
53;82;82;53;(53, 82);131;80
53;21;53;21;(53, 21);117;79
53;192;192;53;(53, 192);122;80
53;48;53;48;(53, 48);116;83
53;160;160;53;(53, 160);117;79
53;295;295;53;(53, 295);125;79
53;140;140;53;(53, 140);134;77
53;77;77;53;(53, 77);116;80
53;167;167;53;(53, 167);118;78
53;135;135;53;(53, 135);118;79
53;81;81;53;(53, 81);134;79
53;50;53;50;(53, 50);117;79
53;168;168;53;(53, 168);125;85
53;196;196;53;(53, 196);119;54
53;183;183;53;(53, 183);117;79
53;116;116;53;(53, 116);123;82
53;186;186;53;(53, 186);122;81
53;184;184;53;(53, 184);121;80
53;178;178;53;(53, 178);117;79
53;188;188;53;(53, 188);116;79
53;157;157;53;(53, 157);120;81
53;54;54;53;(53, 54);130;85
53;15;53;15;(53, 15);120;83
53;156;156;53;(53, 156);135;76
53;11;53;11;(53, 11);116;82
53;73;73;53;(53, 73);121;79
53;169;169;53;(53, 169);118;80
53;16;53;16;(53, 16);124;77
53;64;64;53;(53, 64);116;79
53;56;56;53;(53, 56);116;80
53;47;53;47;(53, 47);118;81
53;193;193;53;(53, 193);121;79
53;29;53;29;(53, 29);130;79
53;151;151;53;(53, 151);132;80
53;175;175;53;(53, 175);119;79
53;150;150;53;(53, 150);138;83
53;158;158;53;(53, 158);116;80
53;55;55;53;(53, 55);131;80
53;148;148;53;(53, 148);120;77
53;176;176;53;(53, 176);129;79
53;182;182;53;(53, 182);125;66
53;36;53;36;(53, 36);119;75
53;153;153;53;(53, 153);121;77
53;71;71;53;(53, 71);139;79
53;177;177;53;(53, 177);123;78
53;163;163;53;(53, 163);120;83
53;14;53;14;(53, 14);118;80
53;166;166;53;(53, 166);117;80
53;117;117;53;(53, 117);120;83
53;41;53;41;(53, 41);122;81
53;32;53;32;(53, 32);119;82
53;145;145;53;(53, 145);118;81
53;22;53;22;(53, 22);121;84
53;13;53;13;(53, 13);121;82
53;205;205;53;(53, 205);120;52
53;6;53;6;(53, 6);117;73
53;130;130;53;(53, 130);122;79
53;45;53;45;(53, 45);119;80
53;46;53;46;(53, 46);120;84
53;164;164;53;(53, 164);120;78
53;27;53;27;(53, 27);118;80
53;67;67;53;(53, 67);116;83
53;12;53;12;(53, 12);119;82
53;112;112;53;(53, 112);118;79
53;154;154;53;(53, 154);122;81
53;162;162;53;(53, 162);123;80
53;76;76;53;(53, 76);130;75
53;3;53;3;(53, 3);120;82
53;84;84;53;(53, 84);131;82
53;179;179;53;(53, 179);128;78
53;152;152;53;(53, 152);119;72
53;61;61;53;(53, 61);130;78
53;63;63;53;(53, 63);120;73
53;142;142;53;(53, 142);125;81
53;191;191;53;(53, 191);122;77
53;10;53;10;(53, 10);122;82
53;89;89;53;(53, 89);135;76
53;187;187;53;(53, 187);120;79
53;174;174;53;(53, 174);119;79
53;297;297;53;(53, 297);121;79
53;39;53;39;(53, 39);119;79
53;185;185;53;(53, 185);120;82
53;115;115;53;(53, 115);119;79
53;78;78;53;(53, 78);117;78
53;4;53;4;(53, 4);118;78
53;189;189;53;(53, 189);131;82
53;199;199;53;(53, 199);118;82
53;25;53;25;(53, 25);116;79
53;51;53;51;(53, 51);118;81
53;294;294;53;(53, 294);122;82
53;298;298;53;(53, 298);120;79
53;146;146;53;(53, 146);121;76
53;59;59;53;(53, 59);122;79
53;30;53;30;(53, 30);117;83
53;159;159;53;(53, 159);120;79
53;23;53;23;(53, 23);131;84
53;26;53;26;(53, 26);116;78
53;72;72;53;(53, 72);121;80
53;155;155;53;(53, 155);123;80
53;18;53;18;(53, 18);119;79
53;88;88;53;(53, 88);133;82
53;194;194;53;(53, 194);119;78
53;180;180;53;(53, 180);119;79
53;293;293;53;(53, 293);128;80
53;173;173;53;(53, 173);127;81
24;43;43;24;(24, 43);115;77
24;40;40;24;(24, 40);115;79
24;66;66;24;(24, 66);131;79
24;198;198;24;(24, 198);113;80
24;110;110;24;(24, 110);129;78
24;74;74;24;(24, 74);130;79
24;190;190;24;(24, 190);114;80
24;172;172;24;(24, 172);129;80
24;69;69;24;(24, 69);112;79
24;161;161;24;(24, 161);127;80
24;165;165;24;(24, 165);111;80
24;60;60;24;(24, 60);121;80
24;131;131;24;(24, 131);109;79
24;181;181;24;(24, 181);131;80
24;139;139;24;(24, 139);111;80
24;111;111;24;(24, 111);126;80
24;20;24;20;(24, 20);115;79
24;19;24;19;(24, 19);117;76
24;82;82;24;(24, 82);127;80
24;21;24;21;(24, 21);111;79
24;192;192;24;(24, 192);116;80
24;48;48;24;(24, 48);112;80
24;160;160;24;(24, 160);111;79
24;295;295;24;(24, 295);119;79
24;140;140;24;(24, 140);131;77
24;77;77;24;(24, 77);111;80
24;167;167;24;(24, 167);112;78
24;135;135;24;(24, 135);112;79
24;81;81;24;(24, 81);130;79
24;50;50;24;(24, 50);111;79
24;168;168;24;(24, 168);124;80
24;196;196;24;(24, 196);112;53
24;183;183;24;(24, 183);111;79
24;116;116;24;(24, 116);120;79
24;186;186;24;(24, 186);118;80
24;184;184;24;(24, 184);115;80
24;178;178;24;(24, 178);110;79
24;188;188;24;(24, 188);109;79
24;157;157;24;(24, 157);113;80
24;54;54;24;(24, 54);128;80
24;15;24;15;(24, 15);116;79
24;156;156;24;(24, 156);134;76
24;11;24;11;(24, 11);109;80
24;73;73;24;(24, 73);114;79
24;169;169;24;(24, 169);111;80
24;16;24;16;(24, 16);119;76
24;64;64;24;(24, 64);109;77
24;56;56;24;(24, 56);109;79
24;47;47;24;(24, 47);111;80
24;193;193;24;(24, 193);114;79
24;29;29;24;(24, 29);126;79
24;151;151;24;(24, 151);129;78
24;175;175;24;(24, 175);113;79
24;150;150;24;(24, 150);137;80
24;158;158;24;(24, 158);109;80
24;55;55;24;(24, 55);127;79
24;148;148;24;(24, 148);114;77
24;176;176;24;(24, 176);125;79
24;182;182;24;(24, 182);122;63
24;36;36;24;(24, 36);113;75
24;153;153;24;(24, 153);116;76
24;71;71;24;(24, 71);136;79
24;177;177;24;(24, 177);117;77
24;163;163;24;(24, 163);116;80
24;14;24;14;(24, 14);112;79
24;166;166;24;(24, 166);110;80
24;117;117;24;(24, 117);117;79
24;41;41;24;(24, 41);116;80
24;32;32;24;(24, 32);112;80
24;145;145;24;(24, 145);112;80
24;22;24;22;(24, 22);118;80
24;13;24;13;(24, 13);114;80
24;205;205;24;(24, 205);114;52
24;6;24;6;(24, 6);110;73
24;130;130;24;(24, 130);115;79
24;45;45;24;(24, 45);112;79
24;46;46;24;(24, 46);117;80
24;164;164;24;(24, 164);114;78
24;27;27;24;(24, 27);111;79
24;67;67;24;(24, 67);112;80
24;12;24;12;(24, 12);116;79
24;112;112;24;(24, 112);111;78
24;154;154;24;(24, 154);116;80
24;162;162;24;(24, 162);116;80
24;76;76;24;(24, 76);128;75
24;3;24;3;(24, 3);114;80
24;84;84;24;(24, 84);130;79
24;179;179;24;(24, 179);124;78
24;152;152;24;(24, 152);116;69
24;61;61;24;(24, 61);129;78
24;63;63;24;(24, 63);114;73
24;142;142;24;(24, 142);120;79
24;191;191;24;(24, 191);116;76
24;10;24;10;(24, 10);119;79
24;89;89;24;(24, 89);132;76
24;187;187;24;(24, 187);113;79
24;174;174;24;(24, 174);112;79
24;297;297;24;(24, 297);115;79
24;39;39;24;(24, 39);113;79
24;185;185;24;(24, 185);116;80
24;115;115;24;(24, 115);112;79
24;78;78;24;(24, 78);110;78
24;4;24;4;(24, 4);111;78
24;189;189;24;(24, 189);128;80
24;199;199;24;(24, 199);111;80
24;25;25;24;(24, 25);109;79
24;51;51;24;(24, 51);114;77
24;294;294;24;(24, 294);117;80
24;298;298;24;(24, 298);114;79
24;146;146;24;(24, 146);117;76
24;59;59;24;(24, 59);115;79
24;30;30;24;(24, 30);111;80
24;159;159;24;(24, 159);114;79
24;23;24;23;(24, 23);130;80
24;26;26;24;(24, 26);109;78
24;72;72;24;(24, 72);115;80
24;155;155;24;(24, 155);116;80
24;18;24;18;(24, 18);113;79
24;88;88;24;(24, 88);133;79
24;194;194;24;(24, 194);113;78
24;180;180;24;(24, 180);113;79
24;293;293;24;(24, 293);124;78
24;173;173;24;(24, 173);123;80
43;40;43;40;(43, 40);119;76
43;66;66;43;(43, 66);133;76
43;198;198;43;(43, 198);117;78
43;110;110;43;(43, 110);131;76
43;74;74;43;(43, 74);132;79
43;190;190;43;(43, 190);118;78
43;172;172;43;(43, 172);134;77
43;69;69;43;(43, 69);115;80
43;161;161;43;(43, 161);131;77
43;165;165;43;(43, 165);117;78
43;60;60;43;(43, 60);123;81
43;131;131;43;(43, 131);115;76
43;181;181;43;(43, 181);131;77
43;139;139;43;(43, 139);116;78
43;111;111;43;(43, 111);126;78
43;20;43;20;(43, 20);118;78
43;19;43;19;(43, 19);119;77
43;82;82;43;(43, 82);133;77
43;21;43;21;(43, 21);116;76
43;192;192;43;(43, 192);120;77
43;48;48;43;(43, 48);115;80
43;160;160;43;(43, 160);116;76
43;295;295;43;(43, 295);122;76
43;140;140;43;(43, 140);135;77
43;77;77;43;(43, 77);117;77
43;167;167;43;(43, 167);117;75
43;135;135;43;(43, 135);117;76
43;81;81;43;(43, 81);134;76
43;50;50;43;(43, 50);116;76
43;168;168;43;(43, 168);127;81
43;196;196;43;(43, 196);117;53
43;183;183;43;(43, 183);116;76
43;116;116;43;(43, 116);120;79
43;186;186;43;(43, 186);119;77
43;184;184;43;(43, 184);119;77
43;178;178;43;(43, 178);116;76
43;188;188;43;(43, 188);115;76
43;157;157;43;(43, 157);117;77
43;54;54;43;(43, 54);129;81
43;15;43;15;(43, 15);119;79
43;156;156;43;(43, 156);134;76
43;11;43;11;(43, 11);115;78
43;73;73;43;(43, 73);118;76
43;169;169;43;(43, 169);117;77
43;16;43;16;(43, 16);123;74
43;64;64;43;(43, 64);115;78
43;56;56;43;(43, 56);115;77
43;47;47;43;(43, 47);117;78
43;193;193;43;(43, 193);118;76
43;29;43;29;(43, 29);130;76
43;151;151;43;(43, 151);134;77
43;175;175;43;(43, 175);117;77
43;150;150;43;(43, 150);138;80
43;158;158;43;(43, 158);115;77
43;55;55;43;(43, 55);130;77
43;148;148;43;(43, 148);119;76
43;176;176;43;(43, 176);130;76
43;182;182;43;(43, 182);124;62
43;36;43;36;(43, 36);118;73
43;153;153;43;(43, 153);120;77
43;71;71;43;(43, 71);139;76
43;177;177;43;(43, 177);120;75
43;163;163;43;(43, 163);119;80
43;14;43;14;(43, 14);117;77
43;166;166;43;(43, 166);116;77
43;117;117;43;(43, 117);119;79
43;41;43;41;(43, 41);119;78
43;32;43;32;(43, 32);116;78
43;145;145;43;(43, 145);117;78
43;22;43;22;(43, 22);118;80
43;13;43;13;(43, 13);118;78
43;205;205;43;(43, 205);117;52
43;6;43;6;(43, 6);115;71
43;130;130;43;(43, 130);120;76
43;45;45;43;(43, 45);118;77
43;46;46;43;(43, 46);117;80
43;164;164;43;(43, 164);119;76
43;27;43;27;(43, 27);115;76
43;67;67;43;(43, 67);115;80
43;12;43;12;(43, 12);118;79
43;112;112;43;(43, 112);115;77
43;154;154;43;(43, 154);119;77
43;162;162;43;(43, 162);120;77
43;76;76;43;(43, 76);130;75
43;3;43;3;(43, 3);119;78
43;84;84;43;(43, 84);132;79
43;179;179;43;(43, 179);129;76
43;152;152;43;(43, 152);118;72
43;61;61;43;(43, 61);131;77
43;63;63;43;(43, 63);119;73
43;142;142;43;(43, 142);125;78
43;191;191;43;(43, 191);119;77
43;10;43;10;(43, 10);121;79
43;89;89;43;(43, 89);135;73
43;187;187;43;(43, 187);117;76
43;174;174;43;(43, 174);118;76
43;297;297;43;(43, 297);120;76
43;39;43;39;(43, 39);117;76
43;185;185;43;(43, 185);118;79
43;115;115;43;(43, 115);117;76
43;78;78;43;(43, 78);116;75
43;4;43;4;(43, 4);116;76
43;189;189;43;(43, 189);133;78
43;199;199;43;(43, 199);116;78
43;25;43;25;(43, 25);115;76
43;51;51;43;(43, 51);117;77
43;294;294;43;(43, 294);120;78
43;298;298;43;(43, 298);118;77
43;146;146;43;(43, 146);122;76
43;59;59;43;(43, 59);121;76
43;30;43;30;(43, 30);116;79
43;159;159;43;(43, 159);119;76
43;23;43;23;(43, 23);133;81
43;26;43;26;(43, 26);115;76
43;72;72;43;(43, 72);118;77
43;155;155;43;(43, 155);120;77
43;18;43;18;(43, 18);118;76
43;88;88;43;(43, 88);133;79
43;194;194;43;(43, 194);117;76
43;180;180;43;(43, 180);118;76
43;293;293;43;(43, 293);129;78
43;173;173;43;(43, 173);127;78
40;66;66;40;(40, 66);132;79
40;198;198;40;(40, 198);118;79
40;110;110;40;(40, 110);132;78
40;74;74;40;(40, 74);135;79
40;190;190;40;(40, 190);119;79
40;172;172;40;(40, 172);134;79
40;69;69;40;(40, 69);117;78
40;161;161;40;(40, 161);132;79
40;165;165;40;(40, 165);114;79
40;60;60;40;(40, 60);123;79
40;131;131;40;(40, 131);114;79
40;181;181;40;(40, 181);134;79
40;139;139;40;(40, 139);115;79
40;111;111;40;(40, 111);130;79
40;20;40;20;(40, 20);118;78
40;19;40;19;(40, 19);117;76
40;82;82;40;(40, 82);130;80
40;21;40;21;(40, 21);115;79
40;192;192;40;(40, 192);118;79
40;48;48;40;(40, 48);117;79
40;160;160;40;(40, 160);114;79
40;295;295;40;(40, 295);121;79
40;140;140;40;(40, 140);133;76
40;77;77;40;(40, 77);117;79
40;167;167;40;(40, 167);116;78
40;135;135;40;(40, 135);114;79
40;81;81;40;(40, 81);135;79
40;50;50;40;(40, 50);114;79
40;168;168;40;(40, 168);130;79
40;196;196;40;(40, 196);117;52
40;183;183;40;(40, 183);114;79
40;116;116;40;(40, 116);123;79
40;186;186;40;(40, 186);120;80
40;184;184;40;(40, 184);117;79
40;178;178;40;(40, 178);115;79
40;188;188;40;(40, 188);115;79
40;157;157;40;(40, 157);118;79
40;54;54;40;(40, 54);131;79
40;15;40;15;(40, 15);122;79
40;156;156;40;(40, 156);134;76
40;11;40;11;(40, 11);114;79
40;73;73;40;(40, 73);118;79
40;169;169;40;(40, 169);116;79
40;16;40;16;(40, 16);123;75
40;64;64;40;(40, 64);115;76
40;56;56;40;(40, 56);114;79
40;47;47;40;(40, 47);116;79
40;193;193;40;(40, 193);118;79
40;29;40;29;(40, 29);130;79
40;151;151;40;(40, 151);132;78
40;175;175;40;(40, 175);116;78
40;150;150;40;(40, 150);139;79
40;158;158;40;(40, 158);114;79
40;55;55;40;(40, 55);130;79
40;148;148;40;(40, 148);116;77
40;176;176;40;(40, 176);131;79
40;182;182;40;(40, 182);128;62
40;36;40;36;(40, 36);117;74
40;153;153;40;(40, 153);117;76
40;71;71;40;(40, 71);136;79
40;177;177;40;(40, 177);120;77
40;163;163;40;(40, 163);122;79
40;14;40;14;(40, 14);115;78
40;166;166;40;(40, 166);116;79
40;117;117;40;(40, 117);120;79
40;41;41;40;(40, 41);118;79
40;32;40;32;(40, 32);116;79
40;145;145;40;(40, 145);115;79
40;22;40;22;(40, 22);121;79
40;13;40;13;(40, 13);118;79
40;205;205;40;(40, 205);116;52
40;6;40;6;(40, 6);115;73
40;130;130;40;(40, 130);116;80
40;45;45;40;(40, 45);117;78
40;46;46;40;(40, 46);120;79
40;164;164;40;(40, 164);116;77
40;27;40;27;(40, 27);116;79
40;67;67;40;(40, 67);117;79
40;12;40;12;(40, 12);119;79
40;112;112;40;(40, 112);116;78
40;154;154;40;(40, 154);116;79
40;162;162;40;(40, 162);118;79
40;76;76;40;(40, 76);132;75
40;3;40;3;(40, 3);115;79
40;84;84;40;(40, 84);134;78
40;179;179;40;(40, 179);128;78
40;152;152;40;(40, 152);117;69
40;61;61;40;(40, 61);132;77
40;63;63;40;(40, 63);116;73
40;142;142;40;(40, 142);125;78
40;191;191;40;(40, 191);118;76
40;10;40;10;(40, 10);119;80
40;89;89;40;(40, 89);131;77
40;187;187;40;(40, 187);118;79
40;174;174;40;(40, 174);117;79
40;297;297;40;(40, 297);118;79
40;39;40;39;(40, 39);116;79
40;185;185;40;(40, 185);119;79
40;115;115;40;(40, 115);117;79
40;78;78;40;(40, 78);115;78
40;4;40;4;(40, 4);116;78
40;189;189;40;(40, 189);132;79
40;199;199;40;(40, 199);115;79
40;25;40;25;(40, 25);114;79
40;51;51;40;(40, 51);119;77
40;294;294;40;(40, 294);119;79
40;298;298;40;(40, 298);115;78
40;146;146;40;(40, 146);120;76
40;59;59;40;(40, 59);121;79
40;30;40;30;(40, 30);116;79
40;159;159;40;(40, 159);114;79
40;23;40;23;(40, 23);134;79
40;26;40;26;(40, 26);115;78
40;72;72;40;(40, 72);118;79
40;155;155;40;(40, 155);118;80
40;18;40;18;(40, 18);116;79
40;88;88;40;(40, 88);135;79
40;194;194;40;(40, 194);117;78
40;180;180;40;(40, 180);116;79
40;293;293;40;(40, 293);129;77
40;173;173;40;(40, 173);127;79
66;198;198;66;(66, 198);133;79
66;110;110;66;(66, 110);127;78
66;74;74;66;(66, 74);137;79
66;190;190;66;(66, 190);133;79
66;172;172;66;(66, 172);140;79
66;69;69;66;(66, 69);127;78
66;161;161;66;(66, 161);140;79
66;165;165;66;(66, 165);127;79
66;60;66;60;(66, 60);129;79
66;131;131;66;(66, 131);127;79
66;181;181;66;(66, 181);133;79
66;139;139;66;(66, 139);131;79
66;111;111;66;(66, 111);133;79
66;20;66;20;(66, 20);132;78
66;19;66;19;(66, 19);129;76
66;82;82;66;(66, 82);138;79
66;21;66;21;(66, 21);130;79
66;192;192;66;(66, 192);133;79
66;48;66;48;(66, 48);129;79
66;160;160;66;(66, 160);130;79
66;295;295;66;(66, 295);134;79
66;140;140;66;(66, 140);140;76
66;77;77;66;(66, 77);131;79
66;167;167;66;(66, 167);131;78
66;135;135;66;(66, 135);129;79
66;81;81;66;(66, 81);138;79
66;50;66;50;(66, 50);127;79
66;168;168;66;(66, 168);136;79
66;196;196;66;(66, 196);128;52
66;183;183;66;(66, 183);129;79
66;116;116;66;(66, 116);133;79
66;186;186;66;(66, 186);130;79
66;184;184;66;(66, 184);130;79
66;178;178;66;(66, 178);132;79
66;188;188;66;(66, 188);131;79
66;157;157;66;(66, 157);133;79
66;54;66;54;(66, 54);137;79
66;15;66;15;(66, 15);131;79
66;156;156;66;(66, 156);134;76
66;11;66;11;(66, 11);127;79
66;73;73;66;(66, 73);130;79
66;169;169;66;(66, 169);128;79
66;16;66;16;(66, 16);137;75
66;64;66;64;(66, 64);131;76
66;56;66;56;(66, 56);128;79
66;47;66;47;(66, 47);129;80
66;193;193;66;(66, 193);134;79
66;29;66;29;(66, 29);140;79
66;151;151;66;(66, 151);138;78
66;175;175;66;(66, 175);134;78
66;150;150;66;(66, 150);141;79
66;158;158;66;(66, 158);128;79
66;55;66;55;(66, 55);136;79
66;148;148;66;(66, 148);131;77
66;176;176;66;(66, 176);139;79
66;182;182;66;(66, 182);133;62
66;36;66;36;(66, 36);131;74
66;153;153;66;(66, 153);132;76
66;71;71;66;(66, 71);141;79
66;177;177;66;(66, 177);133;77
66;163;163;66;(66, 163);131;79
66;14;66;14;(66, 14);129;78
66;166;166;66;(66, 166);130;80
66;117;117;66;(66, 117);127;79
66;41;66;41;(66, 41);134;79
66;32;66;32;(66, 32);134;79
66;145;145;66;(66, 145);131;79
66;22;66;22;(66, 22);133;79
66;13;66;13;(66, 13);134;79
66;205;205;66;(66, 205);134;52
66;6;66;6;(66, 6);131;73
66;130;130;66;(66, 130);128;79
66;45;66;45;(66, 45);127;79
66;46;66;46;(66, 46);133;79
66;164;164;66;(66, 164);128;77
66;27;66;27;(66, 27);133;79
66;67;67;66;(66, 67);130;79
66;12;66;12;(66, 12);128;79
66;112;112;66;(66, 112);133;78
66;154;154;66;(66, 154);134;79
66;162;162;66;(66, 162);134;79
66;76;76;66;(66, 76);127;75
66;3;66;3;(66, 3);131;79
66;84;84;66;(66, 84);138;78
66;179;179;66;(66, 179);135;78
66;152;152;66;(66, 152);128;69
66;61;66;61;(66, 61);128;77
66;63;66;63;(66, 63);128;73
66;142;142;66;(66, 142);130;78
66;191;191;66;(66, 191);134;76
66;10;66;10;(66, 10);129;79
66;89;89;66;(66, 89);140;76
66;187;187;66;(66, 187);133;79
